Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold,Car Age,car_company,car_model,car_new_name
4351,Maruti Swift Vdi BSIII,2011,305000,188000,Central,Texas,Mesquite,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75.0,190Nm@ 2000rpm,5,N,14,Maruti,Swift,Vdi BSIII
4352,Ford Figo Diesel Titanium,2011,220000,100000,Central,Texas,Mcallen,Diesel,Individual,Manual,First Owner,20.0,1399.0,68.0,160Nm@ 2000rpm,5,N,14,Ford,Figo,Diesel Titanium
4353,Tata Sumo MKII Turbo 2.0 LX,2010,150000,225000,Central,Texas,Euless,Diesel,Individual,Manual,Third Owner,14.0,1948.0,90.0,190Nm@ 2000-3000,9,N,15,Tata,Sumo,MKII Turbo 2.0 LX
4354,Mahindra TUV 300 mHAWK100 T8,2017,660000,67000,Central,Texas,Euless,Diesel,Individual,Manual,Second Owner,18.49,1493.0,100.0,240Nm@ 1600-2800rpm,7,N,8,Mahindra,TUV,300 mHAWK100 T8
4355,Chevrolet Beat Diesel LT Option,2011,140000,70000,Central,Texas,Euless,Diesel,Individual,Manual,Fourth & Above Owner,25.44,936.0,57.6,150Nm@ 1750rpm,5,N,14,Chevrolet,Beat,Diesel LT Option
4356,Toyota Corolla Altis JS MT,2015,1100000,50000,Central,Texas,El Paso,Petrol,Individual,Manual,First Owner,14.28,1798.0,138.03,173Nm@ 4000rpm,5,N,10,Toyota,Corolla,Altis JS MT
4357,Jaguar XF 2.2 Litre Luxury,2013,2450000,60000,Central,Texas,Euless,Diesel,Individual,Automatic,First Owner,16.36,2179.0,187.7,450Nm@ 2000rpm,5,N,12,Jaguar,XF,2.2 Litre Luxury
4358,Volkswagen Ameo 1.5 TDI Comfortline AT,2017,625000,34000,Central,Texas,Farmers Branch,Diesel,Individual,Automatic,First Owner,22.0,1498.0,108.495,250Nm@ 1500-3000rpm,5,N,8,Volkswagen,Ameo,1.5 TDI Comfortline AT
4359,Honda City 1.5 GXI,2004,198000,110000,Central,Texas,El Paso,Petrol,Individual,Manual,Third Owner,12.8,1493.0,100.0,13.1kgm@ 4600rpm,5,N,21,Honda,City,1.5 GXI
4361,Maruti Wagon R LXI,2005,130000,140000,Central,Texas,El Paso,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,N,20,Maruti,Wagon,R LXI
4362,Honda City Corporate Edition,2012,540000,100000,Central,Texas,El Paso,Petrol,Individual,Manual,Second Owner,16.8,1497.0,116.3,146Nm@ 4800rpm,5,N,13,Honda,City,Corporate Edition
4363,Hyundai Grand i10 1.2 Kappa Sportz AT,2017,550000,10000,Central,Texas,Farmers Branch,Petrol,Individual,Automatic,First Owner,18.9,1197.0,81.86,113.75nm@ 4000rpm,5,N,8,Hyundai,Grand,i10 1.2 Kappa Sportz AT
4364,Maruti Celerio ZXI Optional,2018,475000,30000,Central,Texas,Edinburg,Petrol,Individual,Manual,First Owner,21.63,998.0,67.04,90Nm@ 3500rpm,5,N,7,Maruti,Celerio,ZXI Optional
4365,Toyota Fortuner 2.8 4WD AT BSIV,2016,3100000,90000,Central,Texas,El Paso,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,450Nm@ 1600-2400rpm,7,N,9,Toyota,Fortuner,2.8 4WD AT BSIV
4366,Maruti Ritz VDi,2010,217000,120000,Central,Texas,El Paso,Diesel,Individual,Manual,First Owner,21.1,1248.0,73.9,113Nm@ 4500rpm,5,N,15,Maruti,Ritz,VDi
4368,Maruti Swift Dzire AMT ZXI Plus,2019,750000,6500,Central,Texas,Farmers Branch,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,113Nm@ 4200rpm,5,N,6,Maruti,Swift,Dzire AMT ZXI Plus
4369,Maruti Gypsy King ST BSIII,2010,350000,80000,Central,Texas,Farmers Branch,Petrol,Individual,Manual,First Owner,11.96,1298.0,80.0,103Nm@ 4500rpm,8,N,15,Maruti,Gypsy,King ST BSIII
4370,Mahindra Scorpio VLS 2.2 mHawk,2008,400000,100000,Central,Texas,Farmers Branch,Diesel,Individual,Manual,Third Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,7,N,17,Mahindra,Scorpio,VLS 2.2 mHawk
4371,Toyota Etios VD,2015,570000,120000,West,Washington,Bellingham,Diesel,Individual,Manual,Second Owner,23.59,1364.0,67.05,170Nm@ 1800-2400rpm,5,N,10,Toyota,Etios,VD
4372,Hyundai EON Era Plus,2012,180000,120000,West,Washington,Bremerton,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,74.5Nm@ 4000rpm,5,N,13,Hyundai,EON,Era Plus
4373,Opel Astra 1.6,1998,68000,110000,West,Washington,Bellevue,Petrol,Individual,Manual,Third Owner,13.1,1598.0,77.0,121Nm@ 2800rpm,5,N,27,Opel,Astra,1.6
4374,Skoda Octavia Classic 1.9 TDI MT,2006,280000,150000,West,Washington,Bremerton,Diesel,Individual,Manual,Third Owner,18.7,1896.0,66.0,210 / 1900,5,N,19,Skoda,Octavia,Classic 1.9 TDI MT
4375,Tata Indigo LS,2005,90000,120000,West,Washington,Bothell,Diesel,Individual,Manual,Fourth & Above Owner,16.1,1405.0,70.0,"13.5@ 2,500(kgm@ rpm)",5,N,20,Tata,Indigo,LS
4376,Mercedes-Benz M-Class ML 250 CDI,2015,2600000,100000,West,Washington,Bothell,Diesel,Individual,Automatic,Second Owner,15.26,2143.0,203.2,500Nm@ 1600-1800rpm,5,N,10,Mercedes-Benz,M-Class,ML 250 CDI
4377,Tata Sumo Gold EX,2018,700000,63000,West,Washington,Bremerton,Diesel,Individual,Manual,First Owner,15.3,2956.0,83.83,250Nm@ 1000-2000rpm,7,N,7,Tata,Sumo,Gold EX
4378,Mercedes-Benz GLA Class 200 CDI,2016,1850000,40000,West,Washington,Bremerton,Diesel,Individual,Automatic,Second Owner,17.9,2143.0,136.0,300Nm@ 1600-3000rpm,5,N,9,Mercedes-Benz,GLA,Class 200 CDI
4379,Ford Ecosport 1.5 DV5 MT Titanium,2015,685000,109000,West,Washington,Bellevue,Diesel,Dealer,Manual,First Owner,22.7,1498.0,89.84,204Nm@ 2000-2750rpm,5,N,10,Ford,Ecosport,1.5 DV5 MT Titanium
4380,Maruti Swift VDI Windsong Limited edition,2015,565000,114000,West,Washington,Bellingham,Diesel,Dealer,Manual,First Owner,25.2,1248.0,73.94,190Nm@ 2000rpm,5,N,10,Maruti,Swift,VDI Windsong Limited edition
4381,Skoda Octavia Elegance 1.8 TSI AT,2017,1600000,33000,West,Washington,Bellingham,Petrol,Dealer,Automatic,Second Owner,14.7,1798.0,177.5,250Nm@ 1250-5000rpm,5,N,8,Skoda,Octavia,Elegance 1.8 TSI AT
4382,Hyundai Grand i10 CRDi Asta Option,2014,395000,160000,West,Washington,Bellevue,Diesel,Dealer,Manual,Third Owner,24.0,1120.0,70.0,160Nm@ 1500-2750rpm,5,N,11,Hyundai,Grand,i10 CRDi Asta Option
4383,Hyundai i20 Sportz 1.4 CRDi,2013,425000,101000,West,Washington,Bellevue,Diesel,Dealer,Manual,First Owner,21.9,1396.0,88.76,219.6Nm@ 1750-2750rpm,5,N,12,Hyundai,i20,Sportz 1.4 CRDi
4384,Volkswagen Vento 1.5 TDI Highline BSIV,2019,1350000,5400,West,Washington,Bellevue,Diesel,Dealer,Manual,Test Drive Car,22.27,1498.0,108.6,250Nm@ 1500-3000rpm,5,N,6,Volkswagen,Vento,1.5 TDI Highline BSIV
4385,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2016,1950000,45000,West,Washington,Bellevue,Diesel,Dealer,Automatic,Second Owner,16.38,1995.0,183.0,400Nm@ 175-2750rpm,5,N,9,Hyundai,Tucson,2.0 e-VGT 2WD AT GLS
4386,Renault KWID AMT RXL,2018,535000,31000,West,Washington,Bremerton,Petrol,Dealer,Automatic,First Owner,24.04,999.0,67.0,91Nm@ 4250rpm,5,N,7,Renault,KWID,AMT RXL
4387,Renault KWID 1.0 RXT Optional,2018,500000,31000,West,Washington,Bothell,Petrol,Dealer,Manual,First Owner,23.01,999.0,67.0,91Nm@ 4250rpm,5,N,7,Renault,KWID,1.0 RXT Optional
4388,Maruti Wagon R VXI Opt 1.2,2016,434999,55000,West,Washington,Bothell,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,113Nm@ 4200rpm,5,N,9,Maruti,Wagon,R VXI Opt 1.2
4389,Tata Nano XTA,2018,250000,55000,West,Washington,Bothell,Petrol,Dealer,Automatic,First Owner,21.9,624.0,37.48,51Nm@ 4000rpm,4,N,7,Tata,Nano,XTA
4390,Hyundai Verna 1.6 SX,2014,700000,117000,West,Washington,Auburn,Diesel,Dealer,Manual,First Owner,22.32,1582.0,126.32,259.8Nm@ 1900-2750rpm,5,N,11,Hyundai,Verna,1.6 SX
4391,BMW 3 Series 320d Luxury Line,2010,1100000,102000,West,California,Santa Ana,Diesel,Dealer,Automatic,First Owner,19.62,1995.0,187.74,400Nm@ 1750-2500rpm,5,N,15,BMW,3,Series 320d Luxury Line
4392,Volkswagen Passat 2.0 TDI AT Highline,2012,900000,108000,West,California,Santa Clara,Diesel,Dealer,Automatic,First Owner,17.42,1968.0,175.0,350Nm@ 1500-3500rpm,5,N,13,Volkswagen,Passat,2.0 TDI AT Highline
4393,Maruti Wagon R VXI 1.2,2015,425000,75000,West,California,Santa Ana,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,113Nm@ 4200rpm,5,N,10,Maruti,Wagon,R VXI 1.2
4394,Mercedes-Benz E-Class E 220 CDI Avantgarde,2011,1600000,74000,West,California,Santa Clara,Diesel,Dealer,Automatic,First Owner,10.0,2148.0,170.0,400Nm@ 1400-2800rpm,5,N,14,Mercedes-Benz,E-Class,E 220 CDI Avantgarde
4395,Ford Figo Titanium Diesel,2013,325000,158000,West,California,Santa Barbara,Diesel,Dealer,Manual,First Owner,24.4,1499.0,98.96,215Nm@ 1750-2500rpm,5,N,12,Ford,Figo,Titanium Diesel
4396,Isuzu MUX 2WD,2019,2700000,10000,West,California,Santa Clara,Diesel,Individual,Automatic,First Owner,13.8,2999.0,174.57,380NM@ 1800-2800rpm,7,N,6,Isuzu,MUX,2WD
4397,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,950000,40000,West,California,Santa Ana,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5,N,7,Ford,EcoSport,1.5 Diesel Titanium Plus BSIV
4398,Tata Nexon 1.5 Revotorq XZA Plus,2019,1140000,10000,West,California,Santa Ana,Diesel,Individual,Automatic,First Owner,21.5,1497.0,108.5,260Nm@ 1500-2750rpm,5,N,6,Tata,Nexon,1.5 Revotorq XZA Plus
4399,Tata Hexa XE,2017,980000,53000,West,California,Santa Clara,Diesel,Individual,Manual,First Owner,17.6,2179.0,147.94,320Nm@ 1500-3000rpm,7,N,8,Tata,Hexa,XE
4400,Jeep Compass 2.0 Limited Option 4X4,2017,1920000,20000,West,California,Santa Clara,Diesel,Individual,Manual,Second Owner,16.3,1956.0,170.0,350Nm@ 1750-2500rpm,5,N,8,Jeep,Compass,2.0 Limited Option 4X4
4401,Volkswagen Polo 1.0 TSI Highline Plus,2020,808000,5000,West,California,Santa Clara,Petrol,Individual,Manual,First Owner,18.24,999.0,108.6,175nm@ 1750-4000rpm,5,N,5,Volkswagen,Polo,1.0 TSI Highline Plus
4402,Maruti Swift Dzire VXI,2014,550000,30000,West,California,Santa Barbara,Petrol,Individual,Manual,First Owner,19.1,1197.0,85.8,114Nm@ 4000rpm,5,N,11,Maruti,Swift,Dzire VXI
4403,Maruti Alto LXi,2010,215000,64000,South,North Carolina,Salisbury,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,N,15,Maruti,Alto,LXi
4404,Ford Figo 1.2P Titanium Opt MT,2016,512000,10500,Central,Michigan,Sault Sainte Marie,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,112Nm@ 4000rpm,5,N,9,Ford,Figo,1.2P Titanium Opt MT
4405,Maruti Alto LXi,2011,215000,50000,Central,Michigan,Sault Sainte Marie,Petrol,Individual,Manual,Second Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,N,14,Maruti,Alto,LXi
4406,Skoda Rapid 1.6 TDI Elegance,2012,500000,60000,Central,Michigan,Sault Sainte Marie,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,250Nm@ 1500-2500rpm,5,N,13,Skoda,Rapid,1.6 TDI Elegance
4407,Skoda Rapid 1.5 TDI Elegance Black Package,2015,700000,35000,South,North Carolina,Salisbury,Diesel,Individual,Manual,First Owner,21.14,1498.0,103.52,250Nm@ 1500-2500rpm,5,N,10,Skoda,Rapid,1.5 TDI Elegance Black Package
4408,Tata Safari DICOR 2.2 LX 4x2,2012,525000,135000,Central,Michigan,Sault Sainte Marie,Diesel,Individual,Manual,First Owner,13.93,2179.0,138.03,320Nm@ 1700-2700rpm,7,N,13,Tata,Safari,DICOR 2.2 LX 4x2
4409,Mahindra Scorpio LX BSIV,2011,550000,70000,South,North Carolina,Rocky Mount,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,9,N,14,Mahindra,Scorpio,LX BSIV
4410,Maruti Vitara Brezza ZDi,2016,750000,80000,South,North Carolina,Thomasville,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,200Nm@ 1750rpm,5,N,9,Maruti,Vitara,Brezza ZDi
4411,Maruti Celerio X VXI Option BSIV,2017,395000,25000,Central,Michigan,Sault Sainte Marie,Petrol,Individual,Manual,First Owner,21.63,998.0,67.0,90Nm@ 3500rpm,5,N,8,Maruti,Celerio,X VXI Option BSIV
4412,Hyundai i20 2015-2017 Sportz 1.2,2017,675000,5000,South,North Carolina,Thomasville,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,114.7Nm@ 4000rpm,5,N,8,Hyundai,i20,2015-2017 Sportz 1.2
4413,Hyundai Santro Xing GLS,2008,140000,80000,South,North Carolina,Thomasville,Petrol,Individual,Manual,Third Owner,17.92,1086.0,62.1,96.1Nm@ 3000rpm,5,N,17,Hyundai,Santro,Xing GLS
4414,Mahindra Scorpio VLX 2WD BSIV,2011,430000,120000,South,North Carolina,Wake Forest,Diesel,Individual,Manual,Second Owner,12.05,2179.0,120.0,290Nm@ 1800-2800rpm,8,N,14,Mahindra,Scorpio,VLX 2WD BSIV
4415,Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2711000,9000,South,North Carolina,Wake Forest,Diesel,Dealer,Automatic,First Owner,13.6,1999.0,177.0,430Nm@ 1750-2500rpm,5,N,8,Jaguar,XE,2016-2019 2.0L Diesel Prestige
4416,Lexus ES 300h,2019,5150000,20000,South,North Carolina,Salisbury,Petrol,Dealer,Automatic,First Owner,22.37,2487.0,214.56,202Nm@ 3600-5200rpm,5,N,6,Lexus,ES,300h
4417,Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,South,North Carolina,Salisbury,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177.0,430Nm@ 1750-2500rpm,5,N,8,Jaguar,XF,2.0 Diesel Portfolio
4418,Tata Safari Storme EX,2015,503000,110000,South,North Carolina,Salisbury,Diesel,Individual,Manual,First Owner,14.1,2179.0,147.94,320Nm@ 1500-3000rpm,7,N,10,Tata,Safari,Storme EX
4419,Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,South,North Carolina,Salisbury,Diesel,Individual,Automatic,First Owner,18.0,1969.0,190.0,400Nm,5,N,6,Volvo,XC40,D4 Inscription BSIV
4420,Toyota Camry 2.5 Hybrid,2016,2000000,68089,South,North Carolina,Thomasville,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,213Nm@ 4500rpm,5,N,9,Toyota,Camry,2.5 Hybrid
4421,Maruti Wagon R LXI,2013,225000,58343,South,North Carolina,Thomasville,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998.0,67.05,90Nm@ 3500rpm,5,N,12,Maruti,Wagon,R LXI
4422,Maruti Baleno Alpha 1.3,2018,740000,38817,South,North Carolina,Thomasville,Diesel,Dealer,Manual,First Owner,27.39,1248.0,74.0,190Nm@ 2000rpm,5,N,7,Maruti,Baleno,Alpha 1.3
4423,Honda Jazz VX,2016,550000,56494,Central,Michigan,Sault Sainte Marie,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,110Nm@ 4800rpm,5,N,9,Honda,Jazz,VX
4424,Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,South,North Carolina,Salisbury,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,200Nm@ 1200-3600rpm,7,N,12,Toyota,Innova,2.5 VX (Diesel) 7 Seater
4425,Maruti Swift AMT VVT VXI,2019,650000,5621,East,Maine,Bangor,Petrol,Trustmark Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,N,6,Maruti,Swift,AMT VVT VXI
4426,Toyota Etios VX,2017,625000,25538,East,Maine,Portland,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496.0,88.73,132Nm@ 3000rpm,5,N,8,Toyota,Etios,VX
4427,Maruti Swift AMT ZXI,2018,600000,69779,East,New Hampshire,Laconia,Petrol,Dealer,Automatic,First Owner,22.0,1197.0,81.8,113Nm@ 4200rpm,5,N,7,Maruti,Swift,AMT ZXI
4428,Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,East,Rhode Island,Tiverton,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,190.24nm@ 1750-2250rpm,5,N,8,Hyundai,Grand,i10 1.2 CRDi Sportz
4429,BMW X4 M Sport X xDrive20d,2019,5400000,7500,East,New Hampshire,Manchester,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,N,6,BMW,X4,M Sport X xDrive20d
4430,BMW X4 M Sport X xDrive20d,2019,5500000,8500,East,New Jersey,Cliffside Park,Diesel,Dealer,Automatic,First Owner,16.78,1995.0,190.0,400Nm@ 1750-2500rpm,5,N,6,BMW,X4,M Sport X xDrive20d
4431,Honda Amaze V CVT Petrol BSIV,2019,779000,7032,East,Connecticut,Seymour,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,110Nm@ 4800rpm,5,N,6,Honda,Amaze,V CVT Petrol BSIV
4432,Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,East,Ohio,Garfield Heights,Petrol,Dealer,Automatic,First Owner,14.3,1598.0,103.5,153Nm@ 3800rpm,5,N,9,Skoda,Rapid,1.6 MPI AT Elegance
4433,Volvo V40 D3 R-Design,2018,2475000,2000,East,Ohio,Garfield Heights,Diesel,Dealer,Automatic,First Owner,16.8,1984.0,150.0,350Nm@ 1500-2750rpm,5,N,7,Volvo,V40,D3 R-Design
4436,Maruti Wagon R LXI BS IV,2014,300000,10000,East,Ohio,Garfield Heights,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,N,11,Maruti,Wagon,R LXI BS IV
4437,Chevrolet Sail Hatchback Diesel,2013,355000,68000,East,Ohio,Garfield Heights,Diesel,Individual,Manual,First Owner,22.1,1248.0,76.9,205Nm@ 1750rpm,5,N,12,Chevrolet,Sail,Hatchback Diesel
4438,Maruti Alto 800 VXI,2015,180000,35000,East,Ohio,Garfield Heights,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,69Nm@ 3500rpm,5,N,10,Maruti,Alto,800 VXI
4439,Tata Indigo eCS VX BSIV,2013,280000,70000,East,Ohio,Garfield Heights,Diesel,Individual,Manual,First Owner,25.0,1396.0,69.0,140Nm@ 1800-3000rpm,5,N,12,Tata,Indigo,eCS VX BSIV
4440,Tata Manza ELAN Quadrajet BS III,2011,250000,70000,East,Ohio,Garfield Heights,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,200Nm@ 1750-3000rpm,5,N,14,Tata,Manza,ELAN Quadrajet BS III
4441,Tata Indica GLS BS IV,2007,125000,50000,East,Ohio,Gahanna,Petrol,Individual,Manual,First Owner,15.3,1193.0,65.3,102Nm@ 2600rpm,5,N,18,Tata,Indica,GLS BS IV
4444,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,810000,29700,Central,Minnesota,Coon Rapids,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,200Nm@ 1750rpm,5,N,7,Maruti,S-Cross,2017-2020 Zeta DDiS 200 SH
4445,Hyundai i20 1.4 Magna AT,2018,671000,20000,Central,Minnesota,Coon Rapids,Petrol,Individual,Automatic,First Owner,18.6,1368.0,98.63,132.3Nm@ 4000rpm,5,N,7,Hyundai,i20,1.4 Magna AT
4446,Maruti Alto 800 VXI,2018,295000,20000,Central,Minnesota,Burnsville,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,69Nm@ 3500rpm,5,N,7,Maruti,Alto,800 VXI
4447,Maruti Ertiga SHVS ZDI Plus,2017,850000,40000,Central,Minnesota,Cottage Grove,Diesel,Individual,Manual,First Owner,24.52,1248.0,88.5,200Nm@ 1750rpm,7,N,8,Maruti,Ertiga,SHVS ZDI Plus
4448,Maruti Swift ZDi,2013,409999,90000,Central,Minnesota,Cottage Grove,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,190Nm@ 2000rpm,5,N,12,Maruti,Swift,ZDi
4449,Maruti Ertiga VXI,2015,600000,90000,Central,Minnesota,Coon Rapids,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,130Nm@ 4000rpm,7,N,10,Maruti,Ertiga,VXI
4450,Mahindra Bolero 2011-2019 ZLX,2015,600000,80000,Central,Minnesota,Cottage Grove,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7,N,10,Mahindra,Bolero,2011-2019 ZLX
4451,Maruti Wagon R LXI BSIII,2012,220000,60000,Central,Minnesota,Cottage Grove,Petrol,Individual,Manual,Third Owner,18.9,998.0,67.1,90Nm@ 3500rpm,5,N,13,Maruti,Wagon,R LXI BSIII
4452,Maruti Swift Dzire VDI,2013,550000,56000,Central,Minnesota,Coon Rapids,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,190Nm@ 2000rpm,5,N,12,Maruti,Swift,Dzire VDI
4453,Mahindra Scorpio EX,2014,650000,50000,Central,Minnesota,Burnsville,Diesel,Individual,Manual,First Owner,14.0,2523.0,75.0,200Nm@ 1400-2200rpm,8,N,11,Mahindra,Scorpio,EX
4454,Mahindra Scorpio 2009-2014 EX 2WD 9S,2014,655000,50000,Central,Minnesota,Burnsville,Diesel,Individual,Manual,Second Owner,14.0,2523.0,75.0,200Nm@ 1400-2200rpm,9,N,11,Mahindra,Scorpio,2009-2014 EX 2WD 9S
4455,Tata Sumo GX 7 Str BSII,2006,130000,74000,Central,Minnesota,Cottage Grove,Diesel,Individual,Manual,First Owner,13.7,1948.0,68.0,115@ 2500(kgm@ rpm),7,N,19,Tata,Sumo,GX 7 Str BSII
4456,Renault Duster 110PS Diesel RxL,2014,400000,123000,Central,Iowa,Newton,Diesel,Individual,Manual,First Owner,19.01,1461.0,108.45,248Nm@ 2250rpm,5,N,11,Renault,Duster,110PS Diesel RxL
4458,Maruti Alto LXi,2009,155000,54000,Central,Missouri,Raytown,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,62Nm@ 3000rpm,5,N,16,Maruti,Alto,LXi
4459,Tata Indigo CS eGLS BS IV,2013,250000,50000,Central,Iowa,Newton,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,100Nm@ 2700rpm,5,N,12,Tata,Indigo,CS eGLS BS IV
4460,Hyundai Grand i10 Sportz,2014,400000,80000,Central,Missouri,Raytown,Petrol,Individual,Manual,Second Owner,18.9,1197.0,82.0,114Nm@ 4000rpm,5,N,11,Hyundai,Grand,i10 Sportz
4461,Datsun GO A Option Petrol,2019,500000,10000,Central,Missouri,Saint Charles,Petrol,Individual,Manual,First Owner,19.02,1198.0,67.05,104Nm@ 4000rpm,5,N,6,Datsun,GO,A Option Petrol
4462,Hyundai Santro Sportz AMT BSIV,2018,565000,10000,Central,Missouri,Saint Charles,Petrol,Individual,Automatic,First Owner,20.3,1086.0,68.0,99Nm@ 4500rpm,5,N,7,Hyundai,Santro,Sportz AMT BSIV
4463,Ford EcoSport 1.5 Diesel Titanium BSIV,2018,900000,40000,Central,Missouri,Raytown,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5,N,7,Ford,EcoSport,1.5 Diesel Titanium BSIV
4464,Mahindra Bolero Power Plus SLE,2017,650000,120000,Central,Missouri,Raytown,Diesel,Individual,Manual,First Owner,16.5,1493.0,70.0,195Nm@ 1400-2200rpm,7,N,8,Mahindra,Bolero,Power Plus SLE
4465,Mahindra Bolero 2011-2019 ZLX,2013,600000,45000,Central,Missouri,Raytown,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,195Nm@ 1400-2200rpm,7,N,12,Mahindra,Bolero,2011-2019 ZLX
4466,Maruti Swift Dzire VDI,2018,800000,35000,Central,Missouri,Raytown,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,190Nm@ 2000rpm,5,N,7,Maruti,Swift,Dzire VDI
4467,Hyundai i20 Sportz 1.4 CRDi,2015,575000,60000,Central,Iowa,Ottumwa,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,N,10,Hyundai,i20,Sportz 1.4 CRDi
4468,Ford Figo 1.5P Titanium AT,2016,550000,40000,Central,Iowa,Ottumwa,Petrol,Individual,Automatic,First Owner,17.01,1499.0,110.4,136Nm@ 4250rpm,5,N,9,Ford,Figo,1.5P Titanium AT
4469,Maruti SX4 Vxi BSIV,2011,190000,80000,Central,Iowa,Newton,Petrol,Individual,Manual,Third Owner,15.5,1586.0,103.3,145Nm@ 4100rpm,5,N,14,Maruti,SX4,Vxi BSIV
4470,Ford EcoSport 1.5 Diesel Trend Plus BSIV,2017,750000,37000,Central,Iowa,Newton,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,205Nm@ 1750-3250rpm,5,N,8,Ford,EcoSport,1.5 Diesel Trend Plus BSIV
4471,Maruti Baleno Delta 1.2,2018,625000,22000,Central,Iowa,Newton,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,115Nm@ 4000rpm,5,N,7,Maruti,Baleno,Delta 1.2
4472,Hyundai i20 1.4 Asta,2018,799000,60000,Central,Missouri,Raytown,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,219.7Nm@ 1500-2750rpm,5,N,7,Hyundai,i20,1.4 Asta
4473,Maruti Wagon R VXI BS IV,2013,300000,57000,Central,Missouri,Saint Joseph,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,90Nm@ 3500rpm,5,N,12,Maruti,Wagon,R VXI BS IV
4474,Maruti Ciaz 1.4 Alpha,2017,850000,27000,Central,Missouri,Saint Joseph,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,130Nm@ 4000rpm,5,N,8,Maruti,Ciaz,1.4 Alpha
4475,Chevrolet Spark 1.0 LT,2012,130000,70000,Central,Texas,Weslaco,Petrol,Individual,Manual,First Owner,18.0,995.0,62.0,90.3Nm@ 4200rpm,5,N,13,Chevrolet,Spark,1.0 LT
4476,Maruti Alto K10 2010-2014 VXI,2011,229999,40000,Central,Texas,Weslaco,Petrol,Individual,Manual,Second Owner,20.92,998.0,67.1,90Nm@ 3500rpm,5,N,14,Maruti,Alto,K10 2010-2014 VXI
