,Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity
151,Maruti Suzuki,Baleno Alpha 1.2,655000,2016,38779,Petrol,Manual,Mumbai,Blue,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1287,Maruti Suzuki,Baleno Alpha 1.2,620000,2019,42356,Petrol,Manual,Varanasi,Red,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
401,Maruti Suzuki,Baleno Alpha 1.2 AT,595000,2017,35000,Petrol,Automatic,Mumbai,Blue,Third,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
256,Maruti Suzuki,Baleno Alpha 1.3,690000,2017,61000,Diesel,Manual,Surat,Orange,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37
665,Maruti Suzuki,Baleno Alpha 1.3,665000,2017,48000,Diesel,Manual,Delhi,Blue,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37
17,Maruti Suzuki,Baleno Alpha Automatic,894999,2018,21365,Petrol,Automatic,Bangalore,Grey,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3995,1745,1510,5,37
1108,Maruti Suzuki,Baleno Alpha Automatic,775000,2018,39000,Petrol,Automatic,Mumbai,Red,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3995,1745,1510,5,37
1532,Maruti Suzuki,Baleno Alpha Automatic,775000,2018,40000,Petrol,Automatic,Chennai,Red,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3995,1745,1510,5,37
46,Maruti Suzuki,Baleno Delta 1.2,605000,2019,27469,Petrol,Manual,Delhi,Silver,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
640,Maruti Suzuki,Baleno Delta 1.2,600000,2018,32000,Petrol,Manual,Mohali,Silver,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
660,Maruti Suzuki,Baleno Delta 1.2,715000,2021,16000,Petrol,Manual,Delhi,Grey,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
781,Maruti Suzuki,Baleno Delta 1.2,484999,2018,62000,Petrol,Manual,Faridabad,Silver,Second,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
834,Maruti Suzuki,Baleno Delta 1.2,685000,2017,58146,Petrol,Manual,Bangalore,Red,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1420,Maruti Suzuki,Baleno Delta 1.2,636000,2021,35500,Petrol,Manual,Ranchi,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1714,Maruti Suzuki,Baleno Delta 1.2,535000,2017,34908,Petrol,Manual,Mumbai,Grey,First,Corporate,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1819,Maruti Suzuki,Baleno Delta 1.2,650000,2018,32000,Petrol,Manual,Delhi,Blue,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
407,Maruti Suzuki,Baleno Delta 1.2 AT,570000,2017,36000,Petrol,Automatic,Zirakpur,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1206,Maruti Suzuki,Baleno Delta 1.3,550000,2016,88000,Diesel,Manual,Kanpur,Blue,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37
1234,Maruti Suzuki,Baleno Delta 1.3,575000,2016,62000,Diesel,Manual,Ludhiana,Blue,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37
82,Maruti Suzuki,Baleno Sigma 1.2,545000,2017,61518,Petrol,Manual,Noida,Red,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
770,Maruti Suzuki,Baleno Sigma 1.2,545000,2016,53000,Petrol,Manual,Jalandhar,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1483,Maruti Suzuki,Baleno Sigma 1.2,490000,2017,82000,Petrol,Manual,Ahmedabad,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1954,Maruti Suzuki,Baleno Sigma 1.2,475000,2015,48000,Petrol,Manual,Navi Mumbai,Grey,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
84,Maruti Suzuki,Baleno Zeta 1.2,615000,2017,36058,Petrol,Manual,Mumbai,Silver,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
422,Maruti Suzuki,Baleno Zeta 1.2,625000,2017,51145,Petrol,Manual,Nagpur,Red,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
498,Maruti Suzuki,Baleno Zeta 1.2,825000,2021,22000,Petrol,Manual,Raipur,Blue,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
843,Maruti Suzuki,Baleno Zeta 1.2,825000,2021,8499,Petrol,Manual,Thane,Yellow,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1073,Maruti Suzuki,Baleno Zeta 1.2,561000,2017,68000,Petrol,Manual,Noida,Brown,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1324,Maruti Suzuki,Baleno Zeta 1.2,750000,2021,58000,Petrol,Manual,Varanasi,White,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1053,Maruti Suzuki,Baleno Zeta 1.2 AT,675000,2017,35616,Petrol,Automatic,Pune,Blue,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1055,Maruti Suzuki,Baleno Zeta 1.2 AT,840000,2020,7000,Petrol,Automatic,Chennai,Maroon,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1824,Maruti Suzuki,Baleno Zeta 1.2 AT,660000,2017,40000,Petrol,Automatic,Pune,Blue,First,Individual,1197,83,115 Nm @ 4000 rpm,FWD,3995,1745,1500,5,37
1318,Maruti Suzuki,Baleno Zeta 1.3,695000,2016,68921,Diesel,Manual,Hyderabad,Red,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1745,1500,5,37
1800,Maruti Suzuki,Celerio LDi [2015-2017],299000,2017,65822,Diesel,Manual,Lucknow,Silver,First,Individual,793,46,125 Nm @ 2000 rpm,FWD,3600,1600,1560,5,35
887,Maruti Suzuki,Celerio LXi,390000,2014,49580,Petrol,Manual,Coimbatore,White,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
1277,Maruti Suzuki,Celerio LXi,260000,2015,25862,Petrol,Manual,Kolkata,Blue,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
708,Maruti Suzuki,Celerio VXi,565000,2020,47000,Petrol,Manual,Hyderabad,White,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
1797,Maruti Suzuki,Celerio VXi (O) [2019-2020],509999,2019,48000,Petrol,Manual,Hyderabad,White,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
1159,Maruti Suzuki,Celerio VXi [2019-2020],540000,2019,34000,Petrol,Manual,Chennai,White,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
47,Maruti Suzuki,Celerio VXi AMT,412000,2016,41058,Petrol,Automatic,Delhi,Silver,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
1252,Maruti Suzuki,Celerio VXi AMT,390000,2015,70000,Petrol,Automatic,Ahmedabad,White,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
1266,Maruti Suzuki,Celerio VXi AMT,416000,2014,60116,Petrol,Automatic,Bangalore,Grey,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
1395,Maruti Suzuki,Celerio VXi AMT,329000,2014,76116,Petrol,Automatic,Mumbai,Red,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
1716,Maruti Suzuki,Celerio VXi AMT,345000,2014,19000,Petrol,Automatic,Mumbai,Silver,Second,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
1785,Maruti Suzuki,Celerio VXi AMT,375000,2014,35000,Petrol,Automatic,Delhi,Red,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
1855,Maruti Suzuki,Celerio VXi AMT,395000,2014,47884,Petrol,Automatic,Pune,Red,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
2006,Maruti Suzuki,Celerio VXi AMT,409999,2015,54443,Petrol,Automatic,Mumbai,White,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
1423,Maruti Suzuki,Celerio X Vxi AMT [2017-2019],434000,2017,50000,Petrol,Automatic,Dehradun,White,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3715,1635,1565,5,35
403,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],500000,2017,32000,Petrol,Automatic,Chennai,Orange,Second,Individual,998,67,90 Nm @ 3500 rpm,FWD,3715,1635,1565,5,35
1708,Maruti Suzuki,Celerio X Zxi AMT [2017-2019],484999,2018,44000,Petrol,Automatic,Delhi,Grey,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3715,1635,1565,5,35
1155,Maruti Suzuki,Celerio ZXi,509999,2015,42000,Petrol,Manual,Bangalore,White,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
431,Maruti Suzuki,Celerio ZXi (O) AMT [2019-2020],425000,2017,41624,Petrol,Automatic,Pune,White,Second,Individual,998,67,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
615,Maruti Suzuki,Celerio ZXi [2017-2019],445000,2018,71000,Petrol,Manual,Ludhiana,White,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
1479,Maruti Suzuki,Celerio ZXi [2017-2019],391000,2017,24000,Petrol,Manual,Patna,Silver,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
934,Maruti Suzuki,Celerio ZXi [2019-2020],475000,2019,25000,Petrol,Manual,Muzaffurpur,Grey,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
1670,Maruti Suzuki,Celerio ZXi AMT,639000,2020,44300,Petrol,Automatic,Dharwad,Silver,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
1894,Maruti Suzuki,Celerio ZXi AMT [2017-2019],575000,2018,27239,Petrol,Automatic,Bangalore,Orange,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3600,1600,1560,5,35
15,Maruti Suzuki,Celerio ZXi AMT [2019-2020],569000,2016,11471,Petrol,Automatic,Bangalore,Red,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
1726,Maruti Suzuki,Celerio ZXi AMT [2019-2020],630000,2019,20734,Petrol,Automatic,Udupi,Silver,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
1937,Maruti Suzuki,Celerio ZXi AMT [2019-2020],450000,2014,48000,Petrol,Automatic,Mumbai,Silver,First,Individual,998,67,90 Nm @ 3500 rpm,FWD,3695,1600,1560,5,35
1998,Maruti Suzuki,Ciaz Alpha 1.4 AT,725000,2017,55000,Petrol,Automatic,Noida,White,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
534,Maruti Suzuki,Ciaz Alpha 1.4 MT,800000,2017,82300,Petrol,Manual,Pune,White,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
1098,Maruti Suzuki,Ciaz Alpha 1.4 MT,899000,2018,13066,Petrol,Manual,Bangalore,Grey,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
1188,Maruti Suzuki,Ciaz Alpha Hybrid 1.5 [2018-2020],910000,2019,34000,Petrol,Manual,Delhi,Blue,First,Individual,1462,103,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43
12,Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],1075000,2019,30672,Petrol,Automatic,Bangalore,Blue,First,Individual,1462,103,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43
1551,Maruti Suzuki,Ciaz Alpha Hybrid 1.5 AT [2018-2020],823000,2018,90000,Petrol,Automatic,Bangalore,Green,First,Individual,1462,103,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43
307,Maruti Suzuki,Ciaz Delta 1.3 Hybrid,600000,2017,86000,Diesel,Manual,Yamunanagar,Brown,Second,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
826,Maruti Suzuki,Ciaz Delta 1.4 MT,721000,2018,46000,Petrol,Manual,Noida,White,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
1264,Maruti Suzuki,Ciaz Delta 1.4 MT,755000,2017,57000,Petrol,Manual,Delhi,White,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
1381,Maruti Suzuki,Ciaz Delta 1.4 MT,565000,2017,64000,Petrol,Manual,Ranchi,Brown,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
707,Maruti Suzuki,Ciaz Delta 1.5 Diesel,910000,2019,76000,Diesel,Manual,Hyderabad,White,First,Individual,1498,94,225 Nm @ 1500 rpm,FWD,4490,1730,1485,5,43
1810,Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],825000,2019,44000,Petrol,Manual,Delhi,White,First,Individual,1462,103,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43
1924,Maruti Suzuki,Ciaz Delta Hybrid 1.5 [2018-2020],750000,2019,6200,Petrol,Manual,Mumbai,Blue,First,Individual,1462,103,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43
1613,Maruti Suzuki,Ciaz Delta Hybrid 1.5 AT [2018-2020],850000,2019,32000,Petrol,Automatic,Pune,Grey,First,Individual,1462,103,138 Nm @ 4400 rpm,FWD,4490,1730,1485,5,43
1643,Maruti Suzuki,Ciaz S 1.4 MT,585000,2018,31000,Petrol,Manual,Kolkata,Brown,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
1270,Maruti Suzuki,Ciaz VDi (O) SHVS,650000,2017,86000,Diesel,Manual,Lucknow,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
48,Maruti Suzuki,Ciaz VDi SHVS,625000,2016,51330,Diesel,Manual,Mumbai,Brown,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
1503,Maruti Suzuki,Ciaz VDi SHVS,725000,2016,57000,Diesel,Manual,Lucknow,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
1222,Maruti Suzuki,Ciaz VDi+ SHVS,695000,2016,82445,Diesel,Manual,Hyderabad,Grey,Second,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
1671,Maruti Suzuki,Ciaz VDi+ SHVS,591000,2015,65000,Diesel,Manual,Ahmedabad,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
1974,Maruti Suzuki,Ciaz VDi+ SHVS,650000,2017,92000,Diesel,Manual,Jalandhar,White,Second,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
49,Maruti Suzuki,Ciaz VXi,511000,2015,45969,Petrol,Manual,Mumbai,Silver,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
653,Maruti Suzuki,Ciaz VXi,590000,2015,39000,Petrol,Manual,Delhi,White,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
1564,Maruti Suzuki,Ciaz VXi,575000,2015,48000,Petrol,Manual,Mumbai,Red,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
242,Maruti Suzuki,Ciaz VXi (O),540000,2015,38000,Petrol,Manual,Mumbai,Gold,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
1638,Maruti Suzuki,Ciaz ZDi (O) [2014-2015],635000,2016,92000,Diesel,Manual,Mohali,White,Second,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
889,Maruti Suzuki,Ciaz ZDi SHVS,625000,2015,61000,Diesel,Manual,Allahabad,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
1964,Maruti Suzuki,Ciaz Zeta 1.3 Hybrid,1050000,2021,5000,Diesel,Manual,Lucknow,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4490,1730,1485,5,43
396,Maruti Suzuki,Ciaz Zeta 1.4 AT,741000,2017,31000,Petrol,Automatic,Mumbai,Blue,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
806,Maruti Suzuki,Ciaz Zeta 1.4 AT,785000,2017,20000,Petrol,Automatic,Mumbai,Blue,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
5,Maruti Suzuki,Ciaz ZXi,675000,2017,73315,Petrol,Manual,Pune,Grey,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
897,Maruti Suzuki,Ciaz ZXI+,640000,2016,50800,Petrol,Manual,Lucknow,White,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
1755,Maruti Suzuki,Ciaz ZXI+,570000,2015,60798,Petrol,Manual,Mumbai,White,First,Individual,1373,91,130 Nm @ 4000 rpm,FWD,4490,1730,1485,5,43
1763,Maruti Suzuki,DZire LDi,560000,2018,84500,Diesel,Manual,Ambala Cantt,White,Third,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
353,Maruti Suzuki,DZire VDi,590000,2018,68500,Diesel,Manual,Varanasi,Grey,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
561,Maruti Suzuki,DZire VDi,630000,2017,36000,Diesel,Manual,Patna,Blue,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
1886,Maruti Suzuki,DZire VDi,800000,2018,66000,Diesel,Manual,Pune,Gold,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
572,Maruti Suzuki,DZire VDi AMT,770000,2019,72040,Diesel,Automatic,Pune,Silver,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
655,Maruti Suzuki,DZire VDi AMT,695000,2018,55000,Diesel,Automatic,Delhi,Grey,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
1169,Maruti Suzuki,DZire VDi AMT,695000,2018,66000,Diesel,Automatic,Warangal,Red,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
89,Maruti Suzuki,DZire VXi,691000,2019,16652,Petrol,Manual,Ahmedabad,White,First,Individual,1197,89,113 Nm @ 4400 rpm,FWD,3995,1735,1515,5,37
1256,Maruti Suzuki,DZire VXi,685000,2019,74000,Petrol,Manual,Pune,Blue,First,Individual,1197,89,113 Nm @ 4400 rpm,FWD,3995,1735,1515,5,37
1639,Maruti Suzuki,DZire VXi,650000,2020,42000,Petrol,Manual,Lucknow,White,First,Individual,1197,89,113 Nm @ 4400 rpm,FWD,3995,1735,1515,5,37
430,Maruti Suzuki,DZire VXi AMT,825000,2019,9644,Petrol,Automatic,Pune,Blue,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3995,1735,1515,5,37
700,Maruti Suzuki,DZire VXi AMT,695000,2018,68818,Petrol,Automatic,Mumbai,Silver,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3995,1735,1515,5,37
790,Maruti Suzuki,DZire VXi AMT,715000,2019,31552,Petrol,Automatic,Mumbai,Brown,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3995,1735,1515,5,37
925,Maruti Suzuki,DZire VXi AMT,625000,2017,58000,Petrol,Automatic,Chennai,Silver,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3995,1735,1515,5,37
457,Maruti Suzuki,DZire ZDi Plus AMT,685000,2018,92000,Diesel,Automatic,Ludhiana,White,First,Individual,1248,74,190 Nm @ 2000 rpm,FWD,3995,1735,1515,5,37
752,Maruti Suzuki,DZire ZXi,695000,2018,31000,Petrol,Manual,Mumbai,Grey,First,Individual,1197,89,113 Nm @ 4400 rpm,FWD,3995,1735,1515,5,37
1544,Maruti Suzuki,DZire ZXi AGS,950000,2022,10000,Petrol,Automatic,Mumbai,Bronze,First,Individual,1197,89,113 Nm @ 4400 rpm,FWD,3995,1735,1515,5,37
1039,Maruti Suzuki,DZire ZXi Plus AMT,735000,2018,42000,Petrol,Automatic,Mumbai,Blue,First,Individual,1197,82,113 Nm @ 4200 rpm,FWD,3995,1735,1515,5,37
1054,Maruti Suzuki,Eeco 5 STR [2014-2019],320000,2015,64000,Petrol,Manual,Ranchi,Blue,First,Individual,1196,73,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40
590,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],535000,2020,41441,Petrol,Manual,Bangalore,Silver,First,Individual,1196,73,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40
860,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],422000,2018,12768,Petrol,Manual,Ahmedabad,White,First,Individual,1196,73,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40
881,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],328000,2018,26807,Petrol,Manual,Mumbai,Black,Second,Individual,1196,73,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40
1111,Maruti Suzuki,Eeco 5 STR WITH A/C+HTR CNG [2017-2019],645000,2021,1374,CNG,Manual,Mumbai,Grey,First,Individual,1196,73,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40
808,Maruti Suzuki,Eeco 5 STR WITH HTR CNG [2018-2019],590000,2021,8640,CNG,Manual,Bhopal,White,First,Individual,1196,73,101 Nm @ 3000 rpm,RWD,3675,1475,1800,5,40
64,Maruti Suzuki,Eeco 7 STR [2019-2020],515000,2019,40310,Petrol,Manual,Pune,Grey,Second,Individual,1196,73,101 Nm @ 3000 rpm,RWD,3675,1475,1800,7,40
956,Maruti Suzuki,Eeco 7 STR [2019-2020],509999,2019,40000,Petrol,Manual,Thane,Silver,First,Individual,1196,73,101 Nm @ 3000 rpm,RWD,3675,1475,1800,7,40
1430,Maruti Suzuki,Eeco 7 STR [2019-2020],450000,2018,32000,Petrol,Manual,Udupi,White,Second,Individual,1196,73,101 Nm @ 3000 rpm,RWD,3675,1475,1800,7,40
1119,Maruti Suzuki,Eeco 7 STR STD (O),625000,2022,7000,Petrol,Manual,Hyderabad,Grey,First,Individual,1196,72,98 Nm @ 3000 rpm,RWD,3675,1475,1825,7,40
1057,Maruti Suzuki,Ertiga LXI,795000,2017,9000,Petrol,Manual,Delhi,Grey,First,Individual,1373,94,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45
116,Maruti Suzuki,Ertiga VDi,425000,2012,78000,Diesel,Manual,Jalandhar,White,Second,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45
438,Maruti Suzuki,Ertiga VDi,770000,2015,112000,Diesel,Manual,Chennai,Gold,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45
832,Maruti Suzuki,Ertiga VDi,459999,2013,77000,Diesel,Manual,Ludhiana,White,Second,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45
1417,Maruti Suzuki,Ertiga VDi,599000,2015,72000,Diesel,Manual,Agra,Silver,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45
1917,Maruti Suzuki,Ertiga VDi,600000,2014,53213,Diesel,Manual,Patna,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45
1308,Maruti Suzuki,Ertiga VDi 1.3 Diesel,811000,2018,44153,Diesel,Manual,Patna,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4395,1735,1690,7,45
697,Maruti Suzuki,Ertiga VDI SHVS,725000,2017,42000,Diesel,Manual,Delhi,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
1233,Maruti Suzuki,Ertiga VDI SHVS,969999,2016,39000,Diesel,Manual,Hyderabad,Blue,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
1379,Maruti Suzuki,Ertiga VDI SHVS,620000,2016,64906,Diesel,Manual,Varanasi,Grey,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
1740,Maruti Suzuki,Ertiga VDI SHVS,740000,2017,88000,Diesel,Manual,Mohali,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
1632,Maruti Suzuki,Ertiga VXI,775000,2017,71000,Petrol,Manual,Delhi,Silver,First,Individual,1373,94,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45
1602,Maruti Suzuki,Ertiga VXI AT,675000,2016,49148,Petrol,Automatic,Mumbai,Blue,Second,Individual,1373,94,130 Nm @ 4000 rpm,FWD,4265,1695,1685,7,45
672,Maruti Suzuki,Ertiga VXI CNG,1080000,2021,38000,CNG,Manual,Delhi,White,First,Individual,1373,94,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45
783,Maruti Suzuki,Ertiga VXI CNG,800000,2017,76642,CNG,Manual,Mumbai,Silver,First,Individual,1373,94,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45
820,Maruti Suzuki,Ertiga Vxi CNG,642000,2014,53693,CNG,Manual,Mumbai,Others,First,Individual,1373,82,110 Nm @ 4000 rpm,FWD,4265,1695,1685,7,60
1951,Maruti Suzuki,Ertiga VXI CNG,1025000,2019,42000,CNG,Manual,Delhi,Brown,First,Individual,1373,94,130 Nm @ 4000 rpm,FWD,4296,1695,1685,7,45
1788,Maruti Suzuki,Ertiga ZDi,621000,2013,72000,Diesel,Manual,Mumbai,Blue,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45
1849,Maruti Suzuki,Ertiga ZDi,625000,2015,45000,Diesel,Manual,Gurgaon,Grey,Second,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4265,1695,1685,7,45
153,Maruti Suzuki,Ertiga ZDI + SHVS,865000,2016,67000,Diesel,Manual,Navi Mumbai,White,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
966,Maruti Suzuki,Ertiga ZDI + SHVS,850000,2019,72000,Diesel,Manual,Lucknow,Silver,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
1229,Maruti Suzuki,Ertiga ZDI + SHVS,765000,2017,68000,Diesel,Manual,Delhi,Grey,First,Individual,1248,89,200 Nm @ 1750 rpm,FWD,4296,1695,1685,7,45
